"phenotype","PhecodeString","group","training.n","training.event","training.preid","internal.n","internal.event","internal.preid","external.n","external.event","external.preid","MIMIC_png.n","MIMIC_png.event","MIMIC_png.preid"
"250.11","Type 1 diabetes with ketoacidosis","Endocrine/metabolic",166393,41,"1405 (489-2486)",71384,17,"1413 (492-2493)",66071,17,"1690 (754-2813)",29410,88,"934 (356-1537)"
"250.12","Type 1 diabetes with renal manifestations","Endocrine/metabolic",166249,203,"1404 (487-2484)",71316,65,"1411 (491-2491)",65943,115,"1687 (753-2811)",29372,122,"934 (356-1536)"
"250.2","Type 2 diabetes","Endocrine/metabolic",146884,8516,"1345 (455-2414)",63042,3437,"1352 (455-2423)",55393,4080,"1578 (663-2694)",22808,1733,"885 (335-1489)"
"250.21","Type 2 diabetes with ketoacidosis","Endocrine/metabolic",165673,276,"1405 (490-2485)",71079,142,"1413 (493-2491)",65781,122,"1692 (758-2814)",29488,91,"935 (356-1537)"
"250.22","Type 2 diabetes with renal manifestations","Endocrine/metabolic",162334,4427,"1391 (481-2471)",69670,1728,"1396 (484-2478)",63452,2450,"1660 (733-2779)",28545,1466,"921 (352-1520)"
"250.23","Type 2 diabetes with ophthalmic manifestations","Endocrine/metabolic",164586,1055,"1399 (484-2479)",70591,374,"1407 (487-2488)",65124,422,"1683 (748-2807)",28947,390,"928 (354-1531)"
"250.24","Type 2 diabetes with neurological manifestations","Endocrine/metabolic",163400,1528,"1395 (481-2471)",70095,602,"1402 (483.5-2484)",63994,718,"1677 (742-2800)",28227,859,"927 (353-1526)"
"250.25","Diabetes type 2 with peripheral circulatory disorders","Endocrine/metabolic",165462,714,"1402 (487-2482)",70974,318,"1410 (489-2491)",65130,305,"1683 (749-2805)",29379,592,"932 (355-1533)"
"250.41","Impaired fasting glucose","Endocrine/metabolic",165243,3107,"1381 (472-2458)",70900,1281,"1387 (474.75-2463.25)",65209,2126,"1638 (707-2758)",29564,42,"935 (357-1538)"
"250.42","Other abnormal glucose","Endocrine/metabolic",165521,1688,"1394 (480-2472)",71030,666,"1400 (482.25-2481.75)",65392,1229,"1662 (730-2787)",29010,375,"931 (354-1529)"
"250.6","Polyneuropathy in diabetes","Endocrine/metabolic",166058,153,"1404 (488-2484)",71217,54,"1411 (491-2491)",65719,101,"1690 (754-2813)",28341,180,"933 (355-1535)"
"250.7","Diabetic retinopathy","Endocrine/metabolic",165484,200,"1404 (488-2483)",71009,66,"1411 (491-2491)",65531,83,"1689 (754-2813)",28853,105,"932 (355-1532)"
"251.1","Hypoglycemia","Endocrine/metabolic",165370,669,"1406 (490-2485)",70984,283,"1413 (492-2493)",65661,245,"1693 (758-2817)",29419,295,"934 (356-1535.5)"
"252.1","Hyperparathyroidism","Endocrine/metabolic",166174,350,"1403 (488-2484)",71304,131,"1410 (491-2491)",65887,168,"1687 (753-2811)",29286,266,"932 (354-1534)"
"252.2","Hypoparathyroidism","Endocrine/metabolic",166415,64,"1405 (489-2485)",71393,20,"1413 (491-2492)",66047,50,"1689 (753-2811)",29587,29,"936 (357-1538)"
"253","Disorders of the pituitary gland and its hypothalamic control","Endocrine/metabolic",166431,49,"1405 (489-2486)",71406,27,"1412 (492-2493)",66083,26,"1690 (754-2813.5)",29591,12,"937 (357-1539)"
"253.1","Pituitary hyperfunction","Endocrine/metabolic",166235,285,"1403 (487-2484)",71329,117,"1410 (490-2490)",65979,142,"1686 (751-2809)",29601,24,"936 (357-1539)"
"253.2","Pituitary hypofunction","Endocrine/metabolic",166417,36,"1405 (489-2486)",71404,14,"1413 (492-2493)",66074,33,"1690 (754.25-2813.75)",29581,28,"936 (357-1539)"
"253.3","Diabetes insipidus","Endocrine/metabolic",166432,61,"1405 (489-2486)",71409,22,"1413 (492-2493)",66085,31,"1691 (755-2814)",29576,11,"937 (357-1539)"
"253.7","Other disorders of neurohypophysis","Endocrine/metabolic",166387,114,"1405 (489-2486)",71396,50,"1412 (492-2493)",66081,44,"1691 (755-2814)",29178,319,"936 (359-1538)"
"255","Disorders of adrenal glands","Endocrine/metabolic",166350,165,"1404 (489-2485)",71363,81,"1411 (490-2491)",66052,81,"1690 (754-2813)",29532,67,"937 (357-1538)"
"255.11","Cushing's syndrome","Endocrine/metabolic",166369,49,"1405 (489-2486)",71381,32,"1412 (491-2493)",66064,25,"1691 (755-2814)",29596,15,"936 (357-1538.25)"
"255.12","Hyperaldosteronism","Endocrine/metabolic",166243,133,"1404 (488-2484.5)",71332,69,"1411 (490-2491)",65961,49,"1689 (754-2813)",29592,18,"936 (357-1539)"
"255.21","Glucocorticoid deficiency","Endocrine/metabolic",166328,263,"1405 (489-2486)",71365,111,"1411 (491-2493)",66027,132,"1690 (753.5-2813)",29396,177,"934 (355-1537)"
"256.4","Polycystic ovaries","Endocrine/metabolic",165822,422,"1402 (485-2482)",71140,164,"1408 (487-2488)",65770,157,"1685 (748-2809)",29533,46,"935 (356-1538)"
"259","Other endocrine disorders","Endocrine/metabolic",166328,286,"1403 (487-2483)",71350,131,"1409 (490-2490)",65903,678,"1676 (744-2800)",29597,12,"937 (357-1539)"
"260","Protein-calorie malnutrition","Endocrine/metabolic",166138,413,"1405 (488-2486)",71278,177,"1412 (492-2493)",65905,183,"1690 (754-2813)",28525,1111,"937 (360-1538)"
"260.1","Cachexia","Endocrine/metabolic",165715,1299,"1408 (493-2489)",71092,546,"1416 (496-2497)",65866,479,"1693 (759-2818)",29381,439,"937 (358-1538)"
"260.6","Anorexia","Endocrine/metabolic",166244,288,"1405 (489-2486)",71304,141,"1412 (492-2493)",66000,165,"1690 (754.75-2813)",29567,200,"935 (356-1537)"
"261.2","Vitamin B-complex deficiencies","Endocrine/metabolic",165204,1171,"1397 (482-2475)",70875,485,"1403 (485-2482)",65278,630,"1674 (742-2799)",29084,389,"931 (354-1534)"
"263","Other nutritional deficiency","Endocrine/metabolic",166447,71,"1405 (489-2486)",71408,30,"1413 (492-2493)",66094,28,"1691 (755.25-2814)",29590,42,"936 (356-1538)"
"269","Proteinuria","Endocrine/metabolic",164265,1485,"1393 (478-2470)",70474,698,"1397 (478-2472)",64045,1384,"1651 (716-2778)",29506,96,"935 (356-1537)"
"270.21","Disorders of urea cycle metabolism","Endocrine/metabolic",166349,162,"1405 (489-2486)",71367,72,"1413 (492-2493.5)",66062,54,"1691 (755-2815)",29610,8,"937 (357-1539)"
"270.38","Other specified disorders of plasma protein metabolism","Endocrine/metabolic",165581,1398,"1405 (489-2487)",71025,592,"1412 (492-2494)",65793,553,"1689 (754-2813)",29425,190,"937 (358-1539)"
"272.1","Hyperlipidemia","Endocrine/metabolic",152345,12170,"1297 (415-2376)",65409,4898,"1307 (419-2387)",57537,6148,"1508 (587-2632)",19967,3520,"855 (327-1451)"
"272.11","Hypercholesterolemia","Endocrine/metabolic",157669,6345,"1325 (436-2387)",67749,2577,"1333 (439-2396)",58320,4006,"1518 (604-2629)",24405,2723,"852 (318-1458)"
"272.12","Hyperglyceridemia","Endocrine/metabolic",165316,811,"1398 (483-2476)",70912,338,"1403 (485-2483)",65111,540,"1672 (739-2798)",29475,91,"935 (356-1536.5)"
"272.13","Mixed hyperlipidemia","Endocrine/metabolic",151627,12343,"1260 (400-2310)",65064,5013,"1274 (406-2326.25)",55569,6777,"1441 (548-2550)",29594,121,"935.5 (357-1537)"
"274.1","Gout","Endocrine/metabolic",161727,2304,"1381 (471-2456)",69375,912,"1387 (473-2462)",62057,1483,"1639 (709-2764)",28083,778,"929 (354-1533)"
"274.11","Gouty arthropathy","Endocrine/metabolic",161897,2153,"1388 (475-2464)",69498,937,"1392 (475-2470)",63097,1167,"1656 (725-2781)",29270,154,"936 (357-1537)"
"275.1","Disorders of iron metabolism","Hematopoietic",166454,67,"1405 (489-2486)",71408,26,"1413 (492-2493)",66098,37,"1691 (755-2813.75)",29540,39,"936 (357-1538)"
"275.3","Disorders of magnesium metabolism","Endocrine/metabolic",166307,234,"1405 (489-2486)",71365,120,"1412 (491-2492)",66061,108,"1691 (755-2814)",29016,758,"930 (353-1530)"
"275.51","Hypocalcemia","Endocrine/metabolic",165736,834,"1403 (486-2483)",71158,328,"1409 (490-2489)",65628,545,"1681 (747-2804)",29218,363,"932.5 (356-1534)"
"275.53","Disorders of phosphorus metabolism","Endocrine/metabolic",166348,181,"1405 (489-2486)",71375,83,"1412 (491-2493)",66074,96,"1690 (754-2814)",28741,925,"930 (354-1530)"
"275.6","Hypercalcemia","Endocrine/metabolic",166349,251,"1405 (489-2486)",71369,114,"1412 (492-2493)",66055,124,"1690 (754-2813)",29266,333,"934 (356-1535)"
"276.1","Electrolyte imbalance","Endocrine/metabolic",165927,456,"1405 (489-2485)",71198,181,"1411 (491-2493)",65754,253,"1690 (754-2815)",29481,163,"934 (356-1537)"
"276.11","Hyperosmolality and/or hypernatremia","Endocrine/metabolic",166108,665,"1406 (490-2487)",71251,249,"1414 (493-2494.5)",65919,328,"1693 (756-2818)",28772,996,"934 (359-1533.25)"
"276.12","Hyposmolality and/or hyponatremia","Endocrine/metabolic",163386,2533,"1402 (489-2483)",70092,1110,"1407 (491-2490)",64612,1181,"1686 (752-2814)",26634,1952,"920 (354-1522)"
"276.13","Hyperpotassemia","Endocrine/metabolic",164880,1876,"1407 (492-2490)",70802,732,"1414 (494-2495)",65351,818,"1694 (760-2820)",27790,1663,"921 (350-1522.75)"
"276.14","Hypopotassemia","Endocrine/metabolic",162164,2802,"1398 (484-2481)",69605,1169,"1404 (488-2484)",64310,1307,"1687 (749-2809)",27745,1548,"915 (347-1519)"
"276.41","Acidosis","Endocrine/metabolic",164660,2699,"1403 (487-2487)",70681,996,"1410 (491-2494)",65469,1064,"1692 (752-2815)",27245,2104,"919 (351-1517)"
"276.42","Alkalosis","Endocrine/metabolic",166414,78,"1405 (489-2486)",71404,38,"1413 (492-2493)",66097,38,"1691 (755-2814)",29097,414,"934 (356-1537)"
"276.5","Hypovolemia","Endocrine/metabolic",165341,1211,"1403 (486-2484)",70947,514,"1409 (488-2492.5)",65631,621,"1686 (749-2811)",25333,2996,"878 (332-1482)"
"276.6","Fluid overload","Endocrine/metabolic",166097,582,"1405 (488-2485)",71280,202,"1411 (491-2492)",65950,237,"1691 (754-2815)",28757,668,"933 (357-1535)"
"277","Other disorders of metabolism","Endocrine/metabolic",166321,303,"1405 (489-2485)",71360,110,"1413 (492-2493)",66012,155,"1689 (752-2813)",29547,53,"937 (358-1539)"
"277.4","Disorders of bilirubin excretion","Endocrine/metabolic",166266,372,"1405 (489-2486)",71349,172,"1411 (491-2492)",66015,157,"1689 (753-2813)",29537,141,"935 (357-1537)"
"277.5","Other disorders of lipoid metabolism","Endocrine/metabolic",166394,111,"1405 (489-2485)",71387,54,"1411 (491-2491)",66037,123,"1688 (752-2811)",29575,31,"936 (357-1539)"
"277.51","Lipoprotein disorders","Endocrine/metabolic",166396,67,"1405 (489-2485)",71396,19,"1412.5 (492-2493)",66067,20,"1690 (754-2813)",29592,13,"936 (357-1538)"
"277.6","Other deficiencies of circulating enzymes","Endocrine/metabolic",166412,41,"1405 (489-2486)",71395,23,"1412 (491-2493)",66079,27,"1690 (754.5-2814)",29610,5,"937 (357-1539)"
"277.7","Dysmetabolic syndrome X","Endocrine/metabolic",166270,375,"1405 (488-2485)",71341,150,"1411 (490-2491)",65999,291,"1686 (750-2809)",29558,48,"935 (356-1537)"
"278","Overweight, obesity and other hyperalimentation","Endocrine/metabolic",166365,520,"1403 (487-2484)",71385,226,"1409 (490-2490)",66028,417,"1684 (748-2807)",29256,265,"933 (355-1535)"
"278.1","Obesity","Endocrine/metabolic",164736,1373,"1391 (477-2469)",70687,621,"1397 (478-2472)",64555,1160,"1648 (718-2778)",26479,2023,"885 (330-1492)"
"278.11","Morbid obesity","Endocrine/metabolic",165996,414,"1403 (486-2483)",71230,148,"1410 (490-2490)",65885,196,"1685 (750-2807)",27754,986,"910 (340-1515)"
"278.4","Abnormal weight gain","Endocrine/metabolic",166240,135,"1404 (487.75-2484)",71338,75,"1411 (491-2491)",65893,136,"1686 (751-2807)",29569,48,"936 (357-1537)"
"279.1","Immunity deficiency","Endocrine/metabolic",166117,108,"1404 (488-2484)",71276,46,"1410 (490-2491)",65899,68,"1688 (752-2811)",29604,12,"936 (357-1539)"
"279.11","Deficiency of humoral immunity","Endocrine/metabolic",166164,75,"1404 (488-2484)",71292,28,"1411 (490-2491)",65907,49,"1688 (752-2811)",29463,129,"935 (356-1535)"
"279.2","Autoimmune disease NEC","Endocrine/metabolic",164919,762,"1393 (479-2468)",70809,315,"1400 (482-2474)",65195,462,"1665 (734-2792)",29588,12,"936 (357-1539)"
"279.7","Other immunological findings","Endocrine/metabolic",166345,155,"1405 (488-2486)",71365,73,"1412 (491-2493)",66059,70,"1690 (754-2814)",29559,28,"936 (357-1538)"
"279.8","Other specified disorders involving the immune mechanism","Endocrine/metabolic",163980,3353,"1377 (469-2452)",70436,1365,"1382 (471-2454)",64653,1982,"1638 (707-2766)",29607,14,"937 (357-1539)"
"280.1","Iron deficiency anemias, unspecified or not due to blood loss","Hematopoietic",164587,1657,"1396 (481-2475)",70626,665,"1401 (483-2481)",64955,896,"1675 (739-2800)",27932,1371,"912 (343-1511)"
"280.2","Iron deficiency anemia secondary to blood loss (chronic)","Hematopoietic",162918,1957,"1396 (483-2474)",69898,846,"1399 (484-2478)",64583,838,"1675 (741-2800)",29038,413,"934 (356-1533)"
"281.11","Pernicious anemia","Hematopoietic",166316,342,"1404 (487-2484)",71342,159,"1410.5 (490-2491)",66032,266,"1687.5 (751-2809)",29557,38,"936 (357-1539)"
"281.12","Other vitamin B12 deficiency anemia","Hematopoietic",166191,335,"1403 (487-2483)",71299,130,"1410 (490-2491)",65996,192,"1687 (751-2811)",29508,123,"934.5 (356-1538)"
"281.13","Folate-deficiency anemia","Hematopoietic",166336,260,"1404 (488-2485)",71353,112,"1412 (491-2491)",66032,159,"1689 (753.75-2813)",29600,16,"937 (357-1539)"
"281.9","Deficiency anemias","Hematopoietic",166340,137,"1405 (489-2486)",71359,60,"1412 (492-2492.5)",66020,73,"1691 (756-2815)",29275,468,"934 (356-1534)"
"282.8","Other hemoglobinopathies","Hematopoietic",165841,371,"1402 (485-2483)",71154,141,"1409 (489-2490)",65747,156,"1687 (752-2810.5)",29509,78,"935 (356-1537)"
"282.9","Other hereditary hemolytic anemias","Hematopoietic",166381,82,"1405 (489-2486)",71384,30,"1413 (492-2493)",66050,55,"1691 (755-2815)",29570,61,"935 (356-1537)"
"283.1","Autoimmune hemolytic anemias","Hematopoietic",166439,29,"1405 (489-2486)",71413,9,"1413 (492-2493)",66083,12,"1691 (755-2814)",29582,29,"936 (357-1538)"
"284","Aplastic anemia","Hematopoietic",166362,138,"1405 (488.25-2485)",71361,48,"1413 (492-2493)",66037,66,"1691 (755-2814)",29558,27,"937 (357-1538)"
"284.1","Pancytopenia","Hematopoietic",166171,561,"1405 (488-2486)",71262,242,"1413 (492-2493)",65942,255,"1690 (754-2813)",28726,643,"935 (356.25-1538)"
"285","Other anemias","Hematopoietic",159764,4518,"1397 (484-2473)",68612,1942,"1401 (487-2479)",62424,2468,"1671 (737-2797)",24037,3240,"881 (333-1489)"
"285.1","Acute posthemorrhagic anemia","Hematopoietic",164843,1619,"1403 (487-2485)",70710,641,"1409 (490-2493)",65629,570,"1688 (752-2809)",27272,1918,"921 (354-1528)"
"285.2","Anemia of chronic disease","Hematopoietic",165792,421,"1404 (489-2485)",71165,163,"1412 (491-2491)",65624,237,"1691 (756-2818)",28690,891,"929 (354-1531)"
"285.21","Anemia in chronic kidney disease","Hematopoietic",165110,766,"1403 (486-2484)",70847,324,"1409 (490-2490)",65280,404,"1687 (753-2811)",28572,763,"931 (356-1533)"
"285.22","Anemia in neoplastic disease","Hematopoietic",165982,448,"1406 (489-2486)",71191,180,"1414 (493-2494)",65855,195,"1692 (756-2816)",29101,518,"944 (365-1544)"
"286.4","Acquired coagulation factor deficiency","Hematopoietic",166372,169,"1405 (489-2486)",71358,72,"1413 (492-2493)",66071,67,"1690 (755-2814)",29294,685,"935 (357.25-1537)"
"286.6","Defibrination syndrome","Hematopoietic",166380,311,"1405 (489-2486)",71387,121,"1413 (492-2493)",66092,137,"1691 (755-2815)",29551,75,"937 (357-1540)"
"286.7","Other and unspecified coagulation defects","Hematopoietic",166061,570,"1405 (489-2485)",71240,249,"1412 (491-2492)",65950,255,"1689 (753-2813)",29128,574,"935 (359-1538)"
"286.81","Primary hypercoagulable state","Hematopoietic",166367,168,"1404 (488-2485)",71373,84,"1411 (490-2491)",66067,74,"1690 (753-2813)",29422,148,"935 (356-1537)"
"286.9","Abnormal coagulation profile","Hematopoietic",166369,118,"1405 (489-2486)",71365,50,"1413 (492-2493)",66065,86,"1691 (755-2814)",28378,958,"928 (354-1526)"
"287","Purpura and other hemorrhagic conditions","Hematopoietic",166381,81,"1405 (489-2485)",71386,32,"1413 (491.25-2492)",66037,97,"1689 (753-2813)",29602,24,"936 (357-1539)"
"287.1","Spontaneous ecchymoses","Hematopoietic",166346,161,"1404 (488-2485)",71371,61,"1412 (491-2491.5)",65984,148,"1688 (753-2811)",29565,34,"936 (357-1539)"
"287.2","Allergic purpura","Hematopoietic",166118,215,"1404 (487-2484)",71267,79,"1411 (491-2491)",65839,166,"1685 (750-2808)",29606,5,"936.5 (357-1539)"
"287.3","Thrombocytopenia","Hematopoietic",164647,1441,"1401 (487-2482)",70630,613,"1410 (491-2488)",65128,709,"1686 (752-2806)",27558,1439,"930 (356-1533)"
"287.31","Primary thrombocytopenia","Hematopoietic",166353,83,"1405 (489-2485)",71365,35,"1412 (491-2492)",66022,44,"1690 (755-2813)",29497,72,"936 (357-1538)"
"287.32","Secondary thrombocytopenia","Hematopoietic",166075,564,"1405 (489-2486)",71266,264,"1412 (491-2492)",65942,281,"1690.5 (755-2813)",29010,844,"933 (356-1534)"
"288","Diseases of white blood cells","Hematopoietic",166240,182,"1404 (488-2483)",71323,82,"1411 (490-2490)",65896,137,"1687 (751-2809)",29584,31,"936 (357-1539)"
"288.1","Decreased white blood cell count","Hematopoietic",166284,367,"1403 (487-2484)",71343,152,"1410 (490-2490)",65962,352,"1685 (749-2807)",29124,361,"932 (353-1530)"
"288.11","Neutropenia","Hematopoietic",165597,961,"1402 (485-2484)",71016,379,"1409 (488-2493)",65631,434,"1686 (748-2811)",28862,483,"936 (357-1537)"
"288.2","Elevated white blood cell count","Hematopoietic",166285,288,"1405 (488-2486)",71328,100,"1412 (491-2493)",66018,171,"1690 (752-2813)",27623,1555,"920 (351-1521)"
"288.3","Eosinophilia","Hematopoietic",166394,130,"1405 (489-2485)",71380,59,"1413 (491-2492.25)",66063,75,"1690 (754-2814)",29314,210,"932 (355-1534)"
"289","Other diseases of blood and blood-forming organs","Hematopoietic",166225,155,"1404 (488-2484)",71319,54,"1411 (491-2491)",65938,85,"1689 (753-2811)",29517,79,"936 (357-1538)"
"289.4","Lymphadenitis","Hematopoietic",164127,1520,"1394 (478-2470)",70451,649,"1398 (480-2473)",64891,828,"1662 (732-2787)",29163,311,"932 (355-1533)"
"289.5","Diseases of spleen","Hematopoietic",166298,257,"1405 (488-2486)",71339,123,"1413 (491-2493)",66046,129,"1690 (753-2813)",29451,134,"935 (357-1537)"
"289.8","Polycythemia vera, secondary","Hematopoietic",166442,35,"1405 (489-2486)",71409,11,"1412 (492-2493)",66095,6,"1691 (755-2814)",29584,45,"936 (357-1538)"
"289.9","Abnormality of red blood cells","Hematopoietic",166450,43,"1405 (489-2486)",71406,20,"1413 (492-2493)",66076,71,"1690 (753-2813)",29391,87,"935 (357-1538)"
"290","Delirium dementia and amnestic and other cognitive disorders","Mental disorders",166008,362,"1405 (488.75-2484)",71250,157,"1412 (491-2492)",65657,275,"1691 (755-2813)",29601,98,"935 (357-1538)"
"290.1","Dementias","Mental disorders",163724,3054,"1399 (485-2479)",70220,1253,"1402 (486-2484)",64427,1765,"1677 (745-2800)",28579,1142,"939 (360-1542)"
"290.11","Alzheimer's disease","Mental disorders",164497,2427,"1393 (480-2470)",70561,958,"1399 (481-2477)",64696,1370,"1671 (738-2793)",29373,299,"938 (358-1540)"
"290.12","Dementia with cerebral degenerations","Mental disorders",165178,1472,"1397.5 (483-2475)",70855,604,"1403 (485-2482)",65235,830,"1680 (747-2802)",29510,110,"937 (357-1539)"
"290.13","Senile dementia","Mental disorders",164804,346,"1409 (494-2490)",70758,178,"1415 (496-2495)",64784,271,"1701 (766-2822)",29490,60,"936 (357-1539)"
"290.16","Vascular dementia","Mental disorders",164007,2174,"1396 (483-2473)",70349,865,"1402 (484-2482)",64346,1232,"1678 (746-2802)",29462,198,"937 (358-1538.75)"
"290.2","Delirium due to conditions classified elsewhere","Mental disorders",165861,482,"1405 (489-2486)",71182,216,"1412 (491-2493)",65856,255,"1691 (755-2814)",28577,985,"934 (358-1537)"
"290.3","Other persistent mental disorders due to conditions classified elsewhere","Mental disorders",166248,124,"1404 (488-2484.25)",71337,33,"1413 (492-2493)",65985,56,"1690 (755-2813)",29303,95,"935 (357-1538)"
